date,close_krw,close_usd
2026-04-10,107328000.0,72465.06
2026-04-08,106067000.0,70392.22
2026-04-07,103962000.0,68976.91
2026-04-05,104288000.0,68664.74
2026-03-29,100379000.0,66643.87
2026-03-22,102021000.0,68027.61
2026-03-15,106940000.0,72266.52
2026-03-08,97845000.0,66820.32
2026-03-01,95904000.0,67324.68
2026-02-22,99542000.0,68616.53
2026-02-15,102103000.0,70737.84
2026-02-08,104587000.0,71434.33
2026-02-01,113416000.0,79478.63
2026-01-25,128500000.0,87510.22
2026-01-18,138940000.0,94536.3
2026-01-11,133702000.0,92246.45
2026-01-04,132386000.0,92261.48
