date,close_krw,close_usd
2013-12-27,1288336.0,1216.1
2013-12-20,1275116.0,1205.1
2013-12-13,1301810.0,1235.7
2013-12-06,1304979.0,1230.3
2013-11-29,1328262.0,1250.6
2013-11-22,1321004.0,1244.0
2013-11-15,1373935.0,1287.3
2013-11-08,1362469.0,1284.5
2013-11-01,1391755.0,1313.1
2013-10-25,1429757.0,1352.4
2013-10-18,1399047.0,1314.4
2013-10-11,1363988.0,1268.0
2013-10-04,1407404.0,1309.7
2013-09-27,1437977.0,1338.4
2013-09-20,1442032.0,1332.5
2013-09-13,1417259.0,1308.4
2013-09-06,1516772.0,1386.7
2013-08-30,1550927.0,1396.1
2013-08-23,1569185.0,1395.7
2013-08-16,1535618.0,1371.7
2013-08-09,1462045.0,1312.9
2013-08-02,1469707.0,1310.6
2013-07-26,1476735.0,1321.7
2013-07-19,1451471.0,1293.3
2013-07-12,1437397.0,1277.8
2013-07-05,1382949.0,1212.9
2013-06-28,1407003.0,1223.8
2013-06-21,1478365.0,1291.6
2013-06-14,1574308.0,1387.3
2013-06-07,1547854.0,1383.0
2013-05-31,1571271.0,1392.6
2013-05-24,1558347.0,1386.8
2013-05-17,1519953.0,1364.9
2013-05-10,1561802.0,1436.8
2013-05-03,1610291.0,1464.3
2013-04-26,1619165.0,1453.6
2013-04-19,1565527.0,1395.3
2013-04-12,1694629.0,1501.0
2013-04-05,1770435.0,1575.4
2013-03-28,1780116.0,1594.8
2013-03-22,1792840.0,1606.2
2013-03-15,1759712.0,1592.5
2013-03-08,1712818.0,1576.6
2013-03-01,1706140.0,1571.9
2013-02-22,1704639.0,1572.4
2013-02-15,1745065.0,1608.8
2013-02-08,1814774.0,1666.0
2013-02-01,1817810.0,1669.4
2013-01-25,1769698.0,1656.4
2013-01-18,1784760.0,1686.6
2013-01-11,1761260.0,1660.0
2013-01-04,1753249.0,1648.1
