date,close_krw,close_usd
2022-12-25,21848000.0,17120.92
2022-12-18,22210000.0,17071.48
2022-12-11,22775000.0,17248.56
2022-12-04,22906000.0,17609.16
2022-11-27,22646000.0,16986.2
2022-11-20,22788000.0,17026.3
2022-11-13,22510000.0,16429.46
2022-11-06,29473000.0,20724.98
2022-10-30,28957000.0,20419.58
2022-10-23,27981000.0,19543.9
2022-10-16,27655000.0,19379.82
2022-10-09,27679000.0,19711.58
2022-10-02,27691000.0,19299.55
2022-09-25,27051000.0,19212.36
2022-09-18,27490000.0,19717.4
2022-09-11,30028000.0,21676.17
2022-09-04,27528000.0,20369.99
2022-08-28,27099000.0,20270.03
2022-08-21,29459000.0,22363.17
2022-08-14,32544000.0,24985.8
2022-08-07,30685000.0,23429.03
2022-07-31,30751000.0,23582.06
2022-07-24,29818000.0,22725.4
2022-07-17,27505000.0,20996.18
2022-07-10,27317000.0,20969.52
2022-07-03,25422000.0,19558.39
2022-06-26,27460000.0,21111.71
2022-06-19,26642000.0,20747.61
2022-06-12,34718000.0,27606.55
2022-06-05,37972000.0,30348.47
2022-05-29,37380000.0,29516.74
2022-05-22,38933000.0,30545.27
2022-05-15,40906000.0,31798.82
2022-05-08,44770000.0,35481.06
2022-05-01,49383000.0,38902.63
2022-04-24,49620000.0,40132.64
2022-04-17,49962000.0,40811.96
2022-04-10,52819000.0,43347.56
2022-04-03,56639000.0,46782.03
2022-03-27,55949000.0,45882.4
2022-03-20,50462000.0,41341.96
2022-03-13,47510000.0,38666.88
2022-03-06,47745000.0,39668.49
2022-02-27,46358000.0,38650.99
2022-02-20,47131000.0,39370.98
2022-02-13,51550000.0,43102.01
2022-02-06,51732000.0,42916.87
2022-01-30,47208000.0,39261.48
2022-01-23,44253000.0,37174.9
2022-01-16,52165000.0,43902.54
2022-01-09,51678000.0,43079.36
2022-01-02,57531000.0,48528.89
