date,close_krw,close_usd
2022-12-30,3.743,3.743
2022-12-23,3.567,3.567
2022-12-16,3.442,3.442
2022-12-09,3.566,3.566
2022-12-02,3.632,3.632
2022-11-25,3.67,3.67
2022-11-18,3.85,3.85
2022-11-11,3.894,3.894
2022-11-04,4.2,4.2
2022-10-28,4.192,4.192
2022-10-21,4.638,4.638
2022-10-14,4.207,4.207
2022-10-07,4.22,4.22
2022-09-30,4.175,4.175
2022-09-23,4.193,4.193
2022-09-16,3.767,3.767
2022-09-08,3.607,3.607
2022-09-02,3.769,3.769
2022-08-26,3.615,3.615
2022-08-19,3.276,3.276
2022-08-12,3.239,3.239
2022-08-05,3.099,3.099
2022-07-29,3.067,3.067
2022-07-22,3.299,3.299
2022-07-15,3.271,3.271
2022-07-08,3.345,3.345
2022-07-01,3.495,3.495
2022-06-24,3.666,3.666
2022-06-17,3.855,3.855
2022-06-10,3.452,3.452
2022-06-03,3.365,3.365
2022-05-27,3.135,3.135
2022-05-20,3.203,3.203
2022-05-13,3.122,3.122
2022-05-06,3.369,3.369
2022-04-29,3.172,3.172
2022-04-22,3.219,3.219
2022-04-15,3.166,3.166
2022-04-08,3.116,3.116
2022-04-01,2.942,2.942
2022-03-25,2.713,2.713
2022-03-18,2.495,2.495
2022-03-11,2.485,2.485
2022-03-04,2.463,2.463
2022-02-25,2.468,2.468
2022-02-18,2.51,2.51
2022-02-11,2.564,2.564
2022-02-04,2.418,2.418
2022-01-28,2.396,2.396
2022-01-21,2.352,2.352
2022-01-14,2.239,2.239
2022-01-07,2.255,2.255
