date,close_krw,close_usd
2012-12-28,1997.05,1997.05
2012-12-21,1980.42,1980.42
2012-12-14,1995.04,1995.04
2012-12-07,1957.45,1957.45
2012-11-30,1932.9,1932.9
2012-11-23,1911.33,1911.33
2012-11-16,1860.83,1860.83
2012-11-09,1904.41,1904.41
2012-11-02,1918.72,1918.72
2012-10-26,1891.43,1891.43
2012-10-19,1943.84,1943.84
2012-10-12,1933.26,1933.26
2012-10-05,1995.17,1995.17
2012-09-28,1996.21,1996.21
2012-09-21,2002.37,2002.37
2012-09-14,2007.58,2007.58
2012-09-07,1929.58,1929.58
2012-08-31,1905.12,1905.12
2012-08-24,1919.81,1919.81
2012-08-17,1946.54,1946.54
2012-08-10,1946.4,1946.4
2012-08-03,1848.68,1848.68
2012-07-27,1829.16,1829.16
2012-07-20,1822.93,1822.93
2012-07-13,1812.89,1812.89
2012-07-06,1858.2,1858.2
2012-06-29,1854.01,1854.01
2012-06-22,1847.39,1847.39
2012-06-15,1858.16,1858.16
2012-06-08,1835.64,1835.64
2012-06-01,1834.51,1834.51
2012-05-25,1824.17,1824.17
2012-05-18,1782.46,1782.46
2012-05-11,1917.13,1917.13
2012-05-04,1989.15,1989.15
2012-04-27,1975.35,1975.35
2012-04-20,1974.65,1974.65
2012-04-13,2008.91,2008.91
2012-04-06,2029.03,2029.03
2012-03-30,2014.04,2014.04
2012-03-23,2026.83,2026.83
2012-03-16,2034.44,2034.44
2012-03-09,2018.3,2018.3
2012-03-02,2034.63,2034.63
2012-02-24,2019.89,2019.89
2012-02-17,2023.47,2023.47
2012-02-10,1993.71,1993.71
2012-02-03,1972.34,1972.34
2012-01-27,1964.83,1964.83
2012-01-20,1949.89,1949.89
2012-01-13,1875.68,1875.68
2012-01-06,1843.14,1843.14
