date,close_krw,close_usd
2004-12-31,3.39,3.39
2004-12-24,3.37,3.37
2004-12-17,3.37,3.37
2004-12-10,3.42,3.42
2004-12-03,3.43,3.43
2004-11-26,3.45,3.45
2004-11-19,3.5,3.5
2004-11-12,3.48,3.48
2004-11-05,3.66,3.66
2004-10-29,3.55,3.55
2004-10-22,3.67,3.67
2004-10-15,3.7,3.7
2004-10-08,3.86,3.86
2004-10-01,3.61,3.61
2004-09-24,3.68,3.68
2004-09-17,3.73,3.73
2004-09-10,3.8,3.8
2004-09-03,3.78,3.78
2004-08-27,3.78,3.78
2004-08-20,3.84,3.84
2004-08-13,3.9,3.9
2004-08-06,4.32,4.32
2004-07-30,4.32,4.32
2004-07-23,4.47,4.47
2004-07-16,4.51,4.51
2004-07-09,4.5,4.5
2004-07-02,4.52,4.52
2004-06-25,4.66,4.66
2004-06-18,4.73,4.73
2004-06-11,4.47,4.47
2004-06-04,4.44,4.44
2004-05-28,4.54,4.54
2004-05-21,4.74,4.74
2004-05-14,4.75,4.75
2004-05-07,4.8,4.8
2004-04-30,4.82,4.82
2004-04-23,4.89,4.89
2004-04-16,4.95,4.95
2004-04-09,4.8,4.8
2004-04-02,4.73,4.73
2004-03-26,4.82,4.82
2004-03-19,4.84,4.84
2004-03-12,4.88,4.88
2004-03-05,5.05,5.05
2004-02-27,5.08,5.08
2004-02-20,5.05,5.05
2004-02-13,5.12,5.12
2004-02-06,5.24,5.24
2004-01-30,5.24,5.24
2004-01-20,5.21,5.21
2004-01-16,5.1,5.1
2004-01-09,5.21,5.21
2004-01-02,5.04,5.04
