date,close_krw,close_usd
1990-12-30,7.54,7.54
1990-12-23,7.06,7.06
1990-12-16,7.29,7.29
1990-12-09,7.25,7.25
1990-12-02,7.61,7.61
1990-11-25,7.56,7.56
1990-11-18,7.85,7.85
1990-11-11,7.73,7.73
1990-11-04,8.02,8.02
1990-10-28,7.97,7.97
1990-10-21,8.01,8.01
1990-10-14,7.98,7.98
1990-10-07,8.19,8.19
1990-09-30,8.03,8.03
1990-09-23,8.22,8.22
1990-09-16,7.93,7.93
1990-09-09,8.13,8.13
1990-09-02,8.06,8.06
1990-08-26,8.07,8.07
1990-08-19,8.2,8.2
1990-08-12,8.05,8.05
1990-08-05,8.03,8.03
1990-07-29,8.01,8.01
1990-07-22,7.99,7.99
1990-07-15,8.18,8.18
1990-07-08,8.32,8.32
1990-07-01,8.32,8.32
1990-06-24,8.24,8.24
1990-06-17,8.29,8.29
1990-06-10,8.26,8.26
1990-06-03,8.28,8.28
1990-05-27,8.27,8.27
1990-05-20,8.22,8.22
1990-05-13,8.24,8.24
1990-05-06,8.21,8.21
1990-04-29,8.18,8.18
1990-04-22,8.24,8.24
1990-04-15,8.18,8.18
1990-04-08,8.26,8.26
1990-04-01,8.3,8.3
1990-03-25,8.25,8.25
1990-03-18,8.22,8.22
1990-03-11,8.29,8.29
1990-03-04,8.27,8.27
1990-02-25,8.25,8.25
1990-02-18,8.19,8.19
1990-02-11,8.21,8.21
1990-02-04,8.23,8.23
1990-01-28,8.24,8.24
1990-01-21,8.19,8.19
1990-01-14,8.16,8.16
1990-01-07,8.2,8.2
