date,close_krw,close_usd
1998-12-31,11081986.0,9181.4297
1998-12-24,11139941.0,9217.9902
1998-12-18,10756475.0,8903.6299
1998-12-11,10716674.0,8821.7598
1998-12-04,11213373.0,9016.1396
1998-11-27,11879144.0,9333.0801
1998-11-20,12053052.0,9159.5498
1998-11-13,11729261.0,8919.5898
1998-11-06,11791959.0,8975.46
1998-10-30,11326106.0,8592.0996
1998-10-23,11181534.0,8452.29
1998-10-16,11255733.0,8416.7598
1998-10-09,10969273.0,7899.52
1998-10-02,10809820.0,7784.6899
1998-09-25,11144736.0,8028.77
1998-09-18,10814686.0,7895.6602
1998-09-11,10381267.0,7795.5
1998-09-04,10175285.0,7640.25
1998-08-28,10474431.0,8051.6802
1998-08-21,11404370.0,8533.6504
1998-08-14,11259170.0,8425.0
1998-08-07,10553209.0,8598.0195
1998-07-31,11116549.0,8883.29
1998-07-24,11455908.0,8937.3604
1998-07-17,12250482.0,9337.9697
1998-07-10,12388360.0,9105.7402
1998-07-02,12478324.0,9025.2598
1998-06-26,12522356.0,8944.54
1998-06-19,12200632.0,8712.8701
1998-06-12,12296470.0,8834.9404
1998-06-05,12578685.0,9037.71
1998-05-29,12284601.0,8899.9502
1998-05-22,13079222.0,9114.4404
1998-05-15,12665270.0,9096.0
1998-05-08,12090437.0,9055.1504
1998-05-01,12501301.0,9147.0703
1998-04-24,12520960.0,9064.6201
1998-04-17,12652984.0,9167.5
1998-04-09,12998473.0,8994.8604
1998-04-03,12403394.0,8983.4102
1998-03-27,12815889.0,8796.0801
1998-03-20,13695417.0,8906.4297
1998-03-13,14087486.0,8602.5195
1998-03-06,14054656.0,8569.3896
1998-02-27,14059418.0,8545.7197
1998-02-20,13643204.0,8413.9404
1998-02-13,13179559.0,8370.0996
1998-02-06,12881249.0,8189.4902
1998-01-30,13835584.0,7906.5
1998-01-23,12489766.0,7700.7002
1998-01-16,13997394.0,7753.5
1998-01-09,12854842.0,7580.3999
1998-01-02,12050248.0,7965.0
