date,close_krw,close_usd
2020-12-27,766100.0,690.86
2020-12-20,704000.0,644.22
2020-12-13,640500.0,589.67
2020-12-06,652000.0,593.75
2020-11-29,633700.0,573.07
2020-11-22,619600.0,557.09
2020-11-15,497000.0,446.46
2020-11-08,507200.0,448.49
2020-11-01,448700.0,395.89
2020-10-25,457500.0,403.4
2020-10-18,433850.0,379.04
2020-10-11,425500.0,366.02
2020-10-04,411400.0,350.58
2020-09-27,415400.0,354.95
2020-09-20,435350.0,370.38
2020-09-13,438700.0,370.12
2020-09-06,424500.0,357.47
2020-08-30,500700.0,422.28
2020-08-23,463100.0,390.37
2020-08-16,505800.0,427.34
2020-08-09,461500.0,389.68
2020-08-02,438500.0,368.05
2020-07-26,367050.0,306.26
2020-07-19,284150.0,235.99
2020-07-12,287850.0,240.98
2020-07-05,271850.0,226.35
2020-06-28,270950.0,224.82
2020-06-21,275850.0,227.41
2020-06-14,279050.0,233.95
2020-06-07,293000.0,240.68
2020-05-31,280250.0,226.12
2020-05-24,244000.0,198.26
2020-05-17,248150.0,202.09
2020-05-10,229700.0,187.28
2020-05-03,256800.0,209.6
2020-04-26,240100.0,194.89
2020-04-19,219050.0,178.45
2020-04-12,194400.0,159.82
2020-04-05,172600.0,139.46
2020-03-29,153000.0,124.6
2020-03-22,154800.0,120.93
2020-03-21,166050.0,129.72
2020-03-15,159200.0,132.45
2020-03-08,245750.0,207.38
2020-03-01,264800.0,217.78
2020-02-23,324500.0,271.09
2020-02-16,305050.0,258.19
2020-02-09,266200.0,225.33
2020-02-02,217300.0,183.61
2020-01-26,193950.0,166.47
2020-01-19,189550.0,163.46
2020-01-12,164250.0,141.59
2020-01-05,154150.0,133.24
