date,close_krw,close_usd
1977-12-25,6.54,6.54
1977-12-18,6.55,6.55
1977-12-11,6.5,6.5
1977-12-04,6.53,6.53
1977-11-27,6.48,6.48
1977-11-20,6.44,6.44
1977-11-13,6.53,6.53
1977-11-06,6.58,6.58
1977-10-30,6.49,6.49
1977-10-23,6.44,6.44
1977-10-16,6.48,6.48
1977-10-09,6.4,6.4
1977-10-02,6.46,6.46
1977-09-25,6.31,6.31
1977-09-18,6.09,6.09
1977-09-11,6.02,6.02
1977-09-04,6.02,6.02
1977-08-28,6.0,6.0
1977-08-21,5.97,5.97
1977-08-14,5.92,5.92
1977-08-07,5.73,5.73
1977-07-31,5.86,5.86
1977-07-24,5.43,5.43
1977-07-17,5.32,5.32
1977-07-10,5.35,5.35
1977-07-03,5.36,5.36
1977-06-26,5.43,5.43
1977-06-19,5.37,5.37
1977-06-12,5.34,5.34
1977-06-05,5.32,5.32
1977-05-29,5.36,5.36
1977-05-22,5.51,5.51
1977-05-15,5.33,5.33
1977-05-08,5.36,5.36
1977-05-01,5.12,5.12
1977-04-24,4.77,4.77
1977-04-17,4.7,4.7
1977-04-10,4.61,4.61
1977-04-03,4.72,4.72
1977-03-27,4.75,4.75
1977-03-20,4.66,4.66
1977-03-13,4.62,4.62
1977-03-06,4.66,4.66
1977-02-27,4.66,4.66
1977-02-20,4.72,4.72
1977-02-13,4.68,4.68
1977-02-06,4.6,4.6
1977-01-30,4.62,4.62
1977-01-23,4.68,4.68
1977-01-16,4.6,4.6
1977-01-09,4.62,4.62
1977-01-02,4.17,4.17
