date,close_krw,close_usd
2011-12-30,3.46,3.46
2011-12-23,3.52,3.52
2011-12-16,3.48,3.48
2011-12-09,3.52,3.52
2011-12-02,3.49,3.49
2011-11-25,3.53,3.53
2011-11-18,3.5,3.5
2011-11-11,3.52,3.52
2011-11-04,3.55,3.55
2011-10-28,3.67,3.67
2011-10-21,3.63,3.63
2011-10-14,3.54,3.54
2011-10-07,3.56,3.56
2011-09-30,3.66,3.66
2011-09-23,3.56,3.56
2011-09-16,3.48,3.48
2011-09-09,3.45,3.45
2011-09-02,3.57,3.57
2011-08-26,3.63,3.63
2011-08-19,3.65,3.65
2011-08-12,3.68,3.68
2011-08-05,3.77,3.77
2011-07-29,4.02,4.02
2011-07-22,3.98,3.98
2011-07-15,3.89,3.89
2011-07-08,4.08,4.08
2011-07-01,4.03,4.03
2011-06-24,3.97,3.97
2011-06-17,3.94,3.94
2011-06-10,3.91,3.91
2011-06-03,3.84,3.84
2011-05-27,3.87,3.87
2011-05-20,3.95,3.95
2011-05-13,4.01,4.01
2011-05-06,4.07,4.07
2011-04-29,4.1,4.1
2011-04-22,4.13,4.13
2011-04-15,4.08,4.08
2011-04-08,4.12,4.12
2011-04-01,4.06,4.06
2011-03-25,4.08,4.08
2011-03-18,4.07,4.07
2011-03-11,4.05,4.05
2011-03-04,4.36,4.36
2011-02-25,4.28,4.28
2011-02-18,4.43,4.43
2011-02-11,4.47,4.47
2011-02-01,4.4,4.4
2011-01-28,4.38,4.38
2011-01-21,4.35,4.35
2011-01-14,4.26,4.26
2011-01-07,4.3,4.3
