date,close_krw,close_usd
2009-12-31,1278755.0,1095.2
2009-12-24,1306813.0,1104.1
2009-12-18,1303746.0,1110.8
2009-12-11,1302086.0,1119.4
2009-12-04,1350782.0,1168.8
2009-11-27,1354557.0,1174.2
2009-11-20,1325468.0,1146.4
2009-11-13,1291774.0,1116.1
2009-11-06,1290575.0,1095.1
2009-10-30,1248264.0,1039.7
2009-10-23,1248986.0,1055.6
2009-10-16,1217131.0,1050.7
2009-10-09,1224250.0,1047.8
2009-10-02,1185180.0,1003.2
2009-09-25,1184675.0,990.2
2009-09-18,1217196.0,1009.2
2009-09-11,1231907.0,1004.9
2009-09-04,1240541.0,994.9
2009-08-28,1195197.0,957.0
2009-08-21,1189403.0,953.2
2009-08-14,1171534.0,947.0
2009-08-07,1170586.0,957.3
2009-07-31,1183065.0,953.7
2009-07-24,1191572.0,952.8
2009-07-17,1187151.0,937.2
2009-07-10,1166613.0,912.2
2009-07-02,1194647.0,930.7
2009-06-26,1207483.0,940.7
2009-06-19,1181850.0,935.6
2009-06-12,1176347.0,940.1
2009-06-05,1198759.0,961.7
2009-05-29,1245915.0,978.8
2009-05-22,1195825.0,958.5
2009-05-15,1172655.0,930.9
2009-05-08,1154339.0,914.4
2009-05-01,1196485.0,887.6
2009-04-24,1232538.0,913.6
2009-04-17,1150086.0,867.4
2009-04-09,1190529.0,882.2
2009-04-03,1208612.0,895.6
2009-03-27,1240235.0,923.0
2009-03-20,1329900.0,955.8
2009-03-13,1382985.0,929.8
2009-03-06,1455827.0,942.1
2009-02-27,1427691.0,941.5
2009-02-20,1476653.0,1001.8
2009-02-13,1313204.0,941.5
2009-02-06,1263650.0,913.9
2009-01-30,1269010.0,927.3
2009-01-23,1228173.0,895.3
2009-01-16,1152023.0,839.3
2009-01-09,1128530.0,854.3
2009-01-02,1105091.0,878.8
