date,close_krw,close_usd
2021-12-26,1.0,1.0
2021-12-19,1.0,1.0
2021-12-12,1.0,1.0
2021-12-05,1.0,1.0
2021-11-28,1.0,1.0
2021-11-21,1.0,1.0
2021-11-14,1.0,1.0
2021-11-07,1.0,1.0
2021-10-31,0.75,0.75
2021-10-24,0.75,0.75
2021-10-17,0.75,0.75
2021-10-10,0.75,0.75
2021-10-03,0.75,0.75
2021-09-26,0.75,0.75
2021-09-19,0.75,0.75
2021-09-12,0.75,0.75
2021-09-05,0.75,0.75
2021-08-29,0.75,0.75
2021-08-22,0.75,0.75
2021-08-15,0.75,0.75
2021-08-08,0.75,0.75
2021-08-01,0.75,0.75
2021-07-25,0.5,0.5
2021-07-18,0.5,0.5
2021-07-11,0.5,0.5
2021-07-04,0.5,0.5
2021-06-27,0.5,0.5
2021-06-20,0.5,0.5
2021-06-13,0.5,0.5
2021-06-06,0.5,0.5
2021-05-30,0.5,0.5
2021-05-23,0.5,0.5
2021-05-16,0.5,0.5
2021-05-09,0.5,0.5
2021-05-02,0.5,0.5
2021-04-25,0.5,0.5
2021-04-18,0.5,0.5
2021-04-11,0.5,0.5
2021-04-04,0.5,0.5
2021-03-28,0.5,0.5
2021-03-21,0.5,0.5
2021-03-14,0.5,0.5
2021-03-07,0.5,0.5
2021-02-28,0.5,0.5
2021-02-21,0.5,0.5
2021-02-14,0.5,0.5
2021-02-07,0.5,0.5
2021-01-31,0.5,0.5
2021-01-24,0.5,0.5
2021-01-17,0.5,0.5
2021-01-10,0.5,0.5
2021-01-03,0.5,0.5
