date,close_krw,close_usd
2003-12-26,12293584.0,10324.6699
2003-12-19,12181746.0,10278.2197
2003-12-12,11984314.0,10042.1602
2003-12-05,11870721.0,9862.6797
2003-11-28,11694931.0,9782.46
2003-11-21,11276935.0,9628.5303
2003-11-14,11528996.0,9768.6797
2003-11-07,11599096.0,9809.79
2003-10-31,11622168.0,9801.1201
2003-10-24,11254599.0,9582.46
2003-10-17,11164504.0,9721.79
2003-10-10,11130719.0,9674.6797
2003-10-03,11015814.0,9572.3096
2003-09-26,10885128.0,9313.0801
2003-09-19,11285404.0,9644.8203
2003-09-12,11098762.0,9471.5498
2003-09-05,11199686.0,9503.3398
2003-08-29,11022159.0,9415.8203
2003-08-22,11015774.0,9348.8701
2003-08-15,11017306.0,9321.6904
2003-08-08,10849162.0,9191.0898
2003-08-01,10812669.0,9153.9697
2003-07-25,10979004.0,9284.5703
2003-07-18,10834667.0,9188.1504
2003-07-11,10782091.0,9119.5898
2003-07-03,10821668.0,9070.21
2003-06-27,10702363.0,8989.0498
2003-06-20,10973735.0,9200.75
2003-06-13,10947838.0,9117.1201
2003-06-06,10923381.0,9062.79
2003-05-30,10561900.0,8850.2598
2003-05-23,10302733.0,8601.3799
2003-05-16,10413896.0,8678.9697
2003-05-09,10421031.0,8604.5996
2003-05-02,10594460.0,8582.6797
2003-04-25,10009151.0,8306.3496
2003-04-17,10224461.0,8337.6504
2003-04-11,10294459.0,8203.4102
2003-04-04,10386996.0,8277.1504
2003-03-28,10178954.0,8145.77
2003-03-21,10575764.0,8521.9697
2003-03-14,9573127.0,7859.71
2003-03-07,9185867.0,7740.0298
2003-02-28,9365134.0,7891.0801
2003-02-21,9632957.0,8018.1099
2003-02-14,9331593.0,7908.7998
2003-02-07,9205081.0,7864.23
2003-01-31,9426985.0,8053.8101
2003-01-24,9542553.0,8131.0098
2003-01-17,10134929.0,8586.7402
2003-01-10,10507607.0,8784.8896
2003-01-03,10297944.0,8601.6904
