date,close_krw,close_usd
2025-12-28,4294000.0,2939.89
2025-12-21,4465000.0,3022.61
2025-12-14,4576000.0,3113.98
2025-12-07,4582000.0,3113.83
2025-11-30,4486000.0,3062.53
2025-11-23,4262000.0,2902.48
2025-11-16,4613000.0,3139.16
2025-11-09,5320000.0,3680.13
2025-11-02,5798000.0,4073.92
2025-10-26,6149000.0,4280.25
2025-10-19,6040000.0,4256.22
2025-10-12,6275000.0,4476.07
2025-10-05,6473000.0,4603.84
2025-09-28,5931000.0,4235.22
2025-09-21,6231000.0,4500.22
2025-09-14,6403000.0,4608.46
2025-09-07,6014000.0,4318.23
2025-08-31,6114000.0,4403.0
2025-08-24,6634000.0,4745.01
2025-08-17,6219000.0,4494.15
2025-08-10,5846000.0,4223.38
2025-08-03,4910000.0,3531.36
2025-07-27,5279000.0,3856.94
2025-07-20,5124000.0,3684.21
2025-07-13,4036000.0,2939.55
2025-07-06,3501000.0,2577.87
2025-06-29,3411000.0,2512.52
2025-06-22,3110000.0,2254.28
2025-06-15,3520000.0,2582.73
2025-06-08,3462000.0,2520.02
2025-06-01,3581000.0,2592.3
2025-05-25,3558000.0,2581.25
2025-05-18,3529000.0,2521.43
2025-05-11,3517000.0,2519.34
2025-05-04,2601000.0,1822.83
2025-04-27,2582000.0,1805.34
2025-04-20,2288000.0,1611.38
2025-04-13,2320000.0,1590.68
2025-04-06,2368000.0,1614.18
2025-03-30,2702000.0,1842.11
2025-03-23,2960000.0,2028.51
2025-03-16,2781000.0,1915.42
2025-03-09,3031000.0,2102.52
2025-03-02,3803000.0,2641.71
2025-03-01,3302000.0,2293.69
2025-02-23,4136000.0,2873.42
2025-02-16,4029000.0,2777.66
2025-02-09,4022000.0,2779.35
2025-02-02,4541000.0,3168.21
2025-01-26,4923000.0,3425.65
2025-01-19,4892000.0,3362.89
2025-01-12,4909000.0,3366.48
2025-01-05,5350000.0,3643.67
