date,close_krw,close_usd
1962-12-30,3.0,3.0
1962-12-23,3.0,3.0
1962-12-16,3.0,3.0
1962-12-09,2.88,2.88
1962-12-02,2.88,2.88
1962-11-25,2.88,2.88
1962-11-18,3.0,3.0
1962-11-11,3.0,3.0
1962-11-04,2.88,2.88
1962-10-28,2.75,2.75
1962-10-21,2.88,2.88
1962-10-14,3.0,3.0
1962-10-07,2.75,2.75
1962-09-30,2.75,2.75
1962-09-23,2.75,2.75
1962-09-16,3.0,3.0
1962-09-09,3.0,3.0
1962-09-02,3.0,3.0
1962-08-26,3.0,3.0
1962-08-19,2.75,2.75
1962-08-12,3.0,3.0
1962-08-05,2.75,2.75
1962-07-29,2.75,2.75
1962-07-22,2.75,2.75
1962-07-15,2.75,2.75
1962-07-08,2.75,2.75
1962-07-01,2.75,2.75
1962-06-24,2.75,2.75
1962-06-17,2.75,2.75
1962-06-10,2.25,2.25
1962-06-03,2.75,2.75
1962-05-27,2.25,2.25
1962-05-20,2.25,2.25
1962-05-13,2.25,2.25
1962-05-06,2.75,2.75
1962-04-29,2.5,2.5
1962-04-22,2.75,2.75
1962-04-15,3.0,3.0
1962-04-08,2.75,2.75
1962-04-01,2.75,2.75
1962-03-25,3.0,3.0
1962-03-18,2.75,2.75
1962-03-11,3.0,3.0
1962-03-04,2.75,2.75
1962-02-25,2.5,2.5
1962-02-18,2.5,2.5
1962-02-11,2.75,2.75
1962-02-04,1.5,1.5
1962-01-28,2.5,2.5
1962-01-21,2.0,2.0
1962-01-14,2.75,2.75
1962-01-07,2.5,2.5
